sentence,label_name
"with a lot of static set ups , not much camera movement , and most of the scenes ",negative
hooks us completely ,positive
an enjoyably frothy ` date movie ' ... ,positive
is plenty of fun for all ,positive
its fun ,positive
of effecting change and inspiring hope ,positive
"weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil ",negative
our best achievements and other times ,positive
luridly graphic and ,negative
"'s painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama ",negative
just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm . ,negative
war movies ,negative
's betting her third feature will be something to behold ,positive
", they 'll probably run out screaming . ",negative
plain old ,negative
"it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients ",positive
"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - with nothing but net . ",positive
the cat 's meow ,positive
's sharply comic and surprisingly touching ,positive
"incompetent , incoherent or just plain crap ",negative
is refreshingly undogmatic about its characters . ,positive
short of profound characterizations ,positive
pomposity ,negative
worst possibilities ,negative
simpering soundtrack ,negative
live happily ,positive
grand a failure ,negative
elephant feces ,negative
"guy gets girl , guy loses girl , audience falls asleep ",negative
this masterfully calibrated psychological thriller ,positive
"he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . ",negative
the greatest musicians ,positive
one that was hard for me to warm up to ,negative
without stickiness ,positive
gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . ,positive
virtually no aftertaste ,negative
"you 'll forget about it by monday , though , ",negative
cheer flick ,positive
a heavyweight film ,positive
"terry is a sort of geriatric dirty harry , which will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man . ",positive
hilarious writer-director himself ,positive
the emphasis on self-empowering schmaltz and ,negative
the problem with wendigo ,negative
"it has fun with the quirks of family life , but it also treats the subject with fondness and respect . ",positive
"there is plenty of room for editing , and ",negative
something about how lame it is to try and evade your responsibilities ,negative
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness ",negative
a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ,negative
had the balance shifted in favor of water-bound action over the land-based ` drama ,negative
"taken as a whole , the tuxedo does n't add up to a whole lot . ",negative
leaden as the movie sputters ,negative
"revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style ",positive
seems to have a knack for wrapping the theater in a cold blanket of urban desperation ,negative
it 's an enjoyable trifle nonetheless ,positive
surprised at the variety of tones in spielberg 's work ,positive
"of the most creative , energetic and original comedies to hit the screen in years ",positive
", steven soderbergh 's space opera emerges as a numbingly dull experience . ",negative
"a sensitive , cultivated treatment ",positive
the choppy editing ,negative
anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair ,positive
convincingly paints a specifically urban sense of disassociation here . ,positive
"succeeds with its dark , delicate treatment of these characters and its unerring respect for them . ",positive
triumphant ,positive
"in this simple , sweet and romantic comedy ",positive
never so vividly ,positive
"loses its fire midway , nearly flickering out by its perfunctory conclusion ",negative
marvelous series ,positive
as deflated as he does ,negative
make mel brooks ' borscht belt schtick look sophisticated ,positive
storytelling feels slight . ,negative
genuine spontaneity ,positive
made to look bad ,negative
"with nary an original idea ( or role , or edit , or score , or anything , really ) in sight ",negative
a prolific director ,positive
