Aspect Category,News Headlines
Sports,آئرلينڊ جي بالرن گراهم همي، اينڊي مڪبرائن ۽ ڪرٽس ڪيمفر هڪ، هڪ وڪيٽ ورتي آهي.
Politics,ڀارتي ميڊيا جو چوڻ آهي ته پاڪستان جي حق ۾ نعرا لڳائيندڙ مبينا طور ڪانگريس جا حامي هئا، ان ڏس ۾ هڪ وڊيو به وائرل ٿي جنهن کانپوءِ هندوتوا تنظيمن سخت احتجاج ڪيو آهي، جڏهن ته پوليس اڻڄاتل ماڻهن خلاف ڪيس داخل ڪري ورتو آهي.
Crime,سجاول ڊي سي آفيس مان 400 جعلي ڊوميسائل جاري، رڪارڊ سيل، جاچ شروع
Politics,سڌ سماءَ واري ڪميٽي سفارش ڪئي ته ڀرتين تي پابندي لڳائي وڃي ۽ سڀني لاءِ سيڪيورٽي پروٽوڪول گهٽ ڪيو وڃي.
Crime,ڪراچي: پوليس آفيسر شهري کان رشوت ۾ قرباني جا جانور گهري ورتا
Sports,پاڪستان جي قومي ڪرڪيٽ ٽيم جي ڪپتان بابراعظم سعودي عرب پهچي عمري جي سعادت ماڻي ورتي آهي
Crime,ايس ايس پي موجب مغوين کي جلد بازياب ڪرايو ويندو پر پوليس ڪا به ڪارروائي نه ڪري سگهي آهي.
Crime,رنبير ڪپور نوجوان جو فون کسي ڦٽي ڇو ڪيو؟
Politics,افغان ميڊيا موجب، طالبان جي سپريم ليڊر ملان هيبت الله اخوند زاده، مولوي عبدالڪبير کي نئون وزيراعظم مقرر ڪيو.
Crime,رابطو ڪرڻ تي تعلقي ٿاڻي جي ايس ايڇ او ٻڌايو ته واقعي بابت وارثن اطلاع ڏنو آھي، جاچ ۾ رڌل آھيون، جلد ڪيس داخل ڪنداسين. ٻئي طرف چوٻول هلندڙ آھن ته زاهد ڏيرو جو پنهنجي ويڳي ڀائرن سان ملڪيت تان تڪرار هلندڙ آھي، جنهن تان کيس اغوا ڪيو ويو آهي.
Politics,نامياري صحافي رضوان رضي ٽوئيٽ ڪيو آهي، جنهن ۾ عمران خان کي آئيني ۽ قانوني حدون اورانگهيندي رليف ڏيندڙ بئنچ جو تعارف ڪرائيندي ڄاڻايو آهي ته جسٽس گل حسن اورنگزيب اصل ۾ پي ٽي آءِ اڳواڻ عمر ايوب جو سئوٽ ۽ پرويز خٽڪ جو نياڻو آهي.
Sports,ميڊيا مطابق ٽام ڪيڊمور جو چوڻ آهي تھ مان پلي آف ميچن ۾ بهتر راند نھ کيڏي سگهيس، تنهنڪري فيس گهٽائي آهي.
Politics,پي ٽي آءِ ترجمان مطابق پارٽي اڳواڻن علي محمد خان ۽ بئريسٽر مليڪا بخاري کي اڊيالا جيل ٻاهران گرفتار ڪيو ويو آهي، مليڪا ۽ علي محمد خان کي اسلام آباد پوليس پنهنجي حراست ۾ ورتو آهي.
Sports,پاڪستان جو ليجنڊ ڪرڪيٽر سرفراز نواز پي سي بي خلاف 7 سالن کان جاري قانوني ويڙهه کي ختم ڪندي پنهنجا داخل ڪرايل سمورا ڪيس عدالتن مان واپس وٺي ڇڏيا آهن، جنهن بعد هو پينشن جو اهل قرار ڏنو ويو آهي
Politics,پاڪستان پابندي مڙهيل تنظيمن جي امداد وارا الزام رد ڪري ڇڏيا
Politics,سينيٽ جي اسٽينڊنگ ڪميٽي بعد قومي اسيمبلي جي اسٽينڊنگ ڪميٽي به ايندڙ هفتي ايڪسچينج ڪمپنيز جي نمائندن کي بريفنگ لاءِ طلب ڪري ورتو.
Sports,اسلام آباد (ويب ڊيسڪ) پاڪستان ۽ نيوزيلينڊ وچ ۾ جاري 5 ٽي ٽوئنٽي ميچن تي ٻڌل سيريز جي آخري ميچ سڀاڻي کيڏي ويندي
Politics,وزيراعظم قرارداد پڙهندي چيو ته پاڪستان جي دستور ۾ اهو لکيل آهي ته اعليٰ حاڪميت فقط الله تعاليٰ کي آهي، آئين اندر ڏنل ان اختيار کي ملڪ جو عوام پنهنجي چونڊيل نمائندن ذريعي الله تعاليٰ جي طئي ڪيل حدن اندر رهي استعمال ڪندو، 10 اپريل 1973ع ۾ قومي اسيمبلي مان منظور ٿيل آئين ملڪ جي عوام جي خواهشن جو ترجمان آهي، 73ع جو آئين صوبن جي وحدت ۽ وفاق جي سياسي اتحاد کي يقيني بڻائيندي ان جي حقن ۽ خودمختياري کي تسليم ڪري ٿو، اڄ پاڪستان جي تاريخ جو هڪ تمام وڏو ڏينهن آهي
Politics,نواز شريف وڌيڪ چيو ته 2018ع ۾ لاڏلي کي ڌانڌلي ڪري آندو ويو ۽ ان ناڪام تجربي جي سزا عوام ڀوڳي رهيو آهي، جيڪڏهن لاڏلي کي ڌانڌلي ڪري نه آندو وڃي ها ته اڄ پاڪستان گهڻو اڳتي وڃي چڪو هجي ها.
Sports,ورلڊ ٽيسٽ چيمپيئن شپ جو فائنل ڀارت ۽ آسٽريليا وچ ۾ ٿيندو
Politics,گوانتانامو بي جيل ۾ قيد 2 ڀائرن کي پاڪستان منتقل ڪيو ويو
Crime,ميرپورخاص ۾ ٻن ڇوڪرين جي اغوا ۽ نوجوان جي قتل خلاف ڌرڻو
Politics,لاهور هاءِ ڪورٽ پاڪستان تحريڪ انصاف جي چيئرمين عمران خان جي تقريرن ۽ بيان نشر ڪرڻ تي پيمرا جي پابندي وارو نوٽيفڪيشن معطل ڪري ڇڏيو.
Politics,جڏهن ته هن ملاقات ۾ ملڪي سيڪيورٽي صورتحال کان آگاهه ڪيو ويو.
Sports,پاڪستان انڊر 19 پنجين ون ڊي ۾ بھ بنگلاديش کي هارائي ڇڏيو
Crime,ڏوهارين خلاف سيڪيورٽي ايجنسين کان به مدد وٺنداسين: آءِ جي سنڌ
Politics,ڪينيا جي ڪجهه پارليامينٽ ميمبرن سيڪيورٽي سروسز تي ڇتي تنقيد ڪئي ۽ الزام لڳايو ته هو شڪاهولا ٻيلي ۾ ٿيندڙ واقعن کي روڪڻ ۾ ناڪام رهيا آهن.
Politics,پرڏيهي آفيس موجب اهڙن خيالن جو اظهار هن پاڪستان ۾ گڏيل قومن جي ريزيڊنٽ ڪوآرڊينيٽر جولين هارنيس سان ڳالهائيندي ڪيو، جنهن ساڻس ڪالهه پرڏيهي آفيس ۾ ملاقات ڪئي. پرڏيهي وزير چيو ته پاڪستان گڏيل قومن جو هڪ متحرڪ ميمبر ملڪ آهي، ملڪ ۾ تازي تباهي آڻيندڙ ٻوڏ دوران گڏيل قومن پاران مدد ساراهه جوڳي آهي
Politics,بادشاهه چارلس شهزادي هيري ۽ ميگهن تي ڏمريل، گهر خالي ڪرڻ جو حڪم
Crime,انساني حقن جي خاص معاون جي نوٽيس وٺڻ بعد پوليس عورت کي تحويل ۾ وٺي مٺي هلي وئي
Politics,هي عوامي نه ملٽري رياست آهي، اقتدار لاءِ وطن ۽ قوم کي وسارڻو پوي ٿو: اختر مينگل
Sports,انگلش پريميئر ليگ ۾ مانچيسٽر سٽي آرسنل کي شڪست ڏئي ڇڏي
Politics,جيل کي ”ساهرا“ چوندڙ شيخ رشيد عدالت ۾ پيشي تي روئي ڏنو
Politics,تحريڪ انصاف جي چيئرمين عمران خان اليڪشن جون تياريون جاري رکڻ جو فيصلو ڪيو آهي، جڏهن ته پنجاب ۾ پارٽي جو اليڪشن سيل پڻ قائم ڪيو ويو آهي، جتي همايون اختر کي فوڪل پرسن مقرر ڪيو ويو.
Crime,ميرپور ماٿيلو ۾ پوليس ڪارروائي، 2 جوابدار گرفتار، منشيات هٿ.
Politics,پوري قوم هٿياربند فوج سان گڏ بيٺي آهي
Politics,باري پتافي ۽ مڪيش ڪمار چاولا ڪياماڙي ۾ ڪارروايون ڪندا
Crime,غوث پور جي ڪچي واري علائقي ۾ پوليس چيڪ پوسٽون قائم ڪري ڇڏيون، چيڪ پوسٽن جو مقصد ڌاڙيلن جي حرڪت کي روڪڻ آهي.
Politics,قومي اسيمبلي پاران منظور ڪيل قراردادن ۾ سپريم ڪورٽ جي 8 رڪني بينچ جي فيصلي کي رد ڪندي ڊيم فنڊ جي رقم قومي خزاني ۾ جمع ڪرائڻ جو مطالبو ڪيو ويو.
Politics,سندس چوڻ هو ته جيڪڏهن فوج ۽ پوليس ردعمل ڏئي ها ته رياست جو نقصان ٿئي ها،
Politics,روس رڳو هٿيارن جي زبان سمجهي ٿو:ولاديمير زيلنسڪي
Politics,14 مئي تائين اسيمبليون ٽوڙيو ته هڪ تاريخ تي چونڊن لاءِ تيار آهيون: عمران خان
Sports,هيلز پاڪستان سُپر ليگ جي ڪري انگلينڊ کي ڇڏي ڏنو!
Politics,ايسوسيئيشن جي اڳواڻ ملڪ بوستان جو چوڻ آهي ته قومي اسيمبلي جي اسٽينڊنگ ڪميٽي ايندڙ هفتي بريفنگ لاءِ گهرايو آهي.
Crime,ڪراچي مان نوجوان جو لاش هٿ.
Crime,صالح پاڙي ۾ ٻن گروپن ۾ جهيڙو، هڪ ڄڻو مارجي ويو.
Politics,اڱاري تي قومي اسيمبلي اسپيڪر راجا پرويز اشرف جي صدارت هيٺ ٿيندڙ اجلاس ۾ قاعدن، ضابطن ۽ استحقاق بابت اسٽينڊنگ ڪميٽي جي چيئرمين راڻا محمد قاسم نون توهين پارليامينٽ بل 2023 پيش ڪيو.
Crime,بنون ۾ بارودي سرنگهه جو ڌماڪو، سيڪيورٽي اهلڪار شهيد
Politics,جڏهن ته اسحاق ڊار سينيٽ ۾ ضمني مالياتي بل 2023 پيش ڪيو ته اپوزيشن طرفان سخت احتجاج رڪارڊ ڪرايو ويو ۽ سينيٽ چيئرمين جي ڊائيس جو گهيرو به ڪيو ويو.
Sports,ورلڊ ڪپ لاءِ اسڪواڊ ۾ فخر، شان ۽ امام کي کڻڻ جا امڪان
Politics,لوڪ سڀا سيڪريٽريٽ پاران نااهلي جو نوٽيفڪيشن به جاري، راهل گانڌي کي موت خلاف بيان ڏيڻ تي 2 سال قيد جي سزا ٻڌائي هئي.
Politics,ڊي سي گهوٽڪي ۽ اڳوڻي ڊي ايڇ او باقر جتوئي کي ڌر ڄاڻايو ويو،
Crime,روسي سوشل ميڊيا اسٽار قانون جي ڀڃڪڙي ڪرڻ تي گرفتار
Crime,عورتن کي آنلائن وڊيوز موڪلڻ تي سکر مان گرفتاريون
Crime,ڪي پي او حملي ۾ زخمي اهلڪارن جون اکين ڏٺيون ڳالهيون
Sports,جڏهن تھ سليڪٽرز مڊل آرڊر افتخار احمد کي سندس جڳهه تي سيريز جي باقي ميچن ۾ شامل ڪيو آهي.
Politics,يوڪرين ۾ وڌندڙ آمريڪي مداخلت ڇڪتاڻ وڌائيندي: روس
Sports,واضح رهي ته گذريل ڏينهن پنهنجي 41هين سالگرهه ملهائيندڙ شعيب ملڪ 2001 ۾ بنگلاديش خلاف ٽيسٽ ڊيبيو ڪيو هو.
Politics,سپريم ڪورٽ جو پنجاب ۽ خيبر پختونخواهه ۾ 90 ڏينهن اندر چونڊون…
Crime,جڏهن ته شهيد اهلڪار علي گوهر دايو جي مڙهه کي اباڻي ڳوٺ پنوعاقل ۽ اشوڪ ڪمار اوڏ جي مڙهه کي نئون ديرو لاڙڪاڻي ڏانهن نيو ويو.
Crime,تحريڪ انصاف جي شاهنواز جدون پنهنجي ڌيان ڇڪايو نوٽيس ۾ چيو ته 17 فيبروري تي هڪ شاگرد اين آئي سي ايڇ گلشن اقبال جي ويجهو اغوا ٿيو پر پوليس ڪيس داخل ڪرڻ کان انڪار ڪري رهي آهي.
Crime,سعيدپور جي يوسي مان نوجوان جو لاش هٿ آيو.
Sports,ايشان ۽ ڪوهليءَ ٽائيگرز جا ڌاڻا ڪڍي ڇڏيا، ٽين ون ڊي ۾ بنگلاديش کي بدترين شڪست
Politics,نيڪي هيلي جو ويلنٽائن ڏهاڙي تي ڊونلڊ ٽرمپ کي جهٽڪو، وڏو اعلان ڪري ڇڏيائين
Crime,ڪراچي جي پي آءِ بي ڪالوني ۾ ننڍي عمر جي جوابدارن بيڪري ۾ ڌاڙي جي واردات ڪئي، جنهن ۾ ڦوروءَ ٻار کي به استعمال ڪيو
Crime,ٻئي طرف پريس ڪلب سنجهورو ۾ ھنگامي گڏجاڻي ٿي، جنهن جي صدارت پريس ڪلب جي صدر عمر ملڪ ڪئي، گڏجاڻي ۾ خداڏنو ڪاڇائي، غلام عباس خاصخيلي، صابر قريشي، محمد بخش خاصخيلي ۽ ٻين صحافين وڏي تعداد ۾ شرڪت ڪئي، گڏجاڻي ۾ ڊاڪٽر بيربل گيناڻي جي بيرحماڻي قتل جي سخت لفظن ۾ مذمت ڪئي وئي ۽ مطالبو ڪيو ويو ته قاتلن کي جلد گرفتار ڪري سخت سزا ڏني وڃي.
Politics,فواد چوڌري جهڙو ارسطو ڀاشن ڏيڻ بند ڪري: ناصر حسين شاهه
Sports,آءِ سي سي پاڪستان آڏو سرينڊر ڪري ڇڏيو
Sports,جڏهن تھ ايونٽ ۾ شرڪت بابت قومي ٽيم جي ٽريننگ ڪيمپ مئي جي آخر ۾ ٿيندي.
Politics,بلاول ڀٽو جي آصفه ڀٽو سان گڏ شهيدن جي مزار تي حاضري
Crime,رپورٽ ۾ چيو ويو ته واقعي کان پوءِ هڪ جرڳو ڪيو ويو هو، جنهن ۾ مقتول جي گهر ڀاتين کي 50 لک رپيا ڏيڻ جو فيصلو ڪيو ويو،
Politics,ڪراچي مڪاني چونڊون، جماعت اسلامي جي درخواست تي اليڪشن ڪميشن نوٽيس وٺي ڇڏيو
Sports,پاڪ-ڀارت ٽاڪرو، برسات باوجود نتيجو نڪرندو !
Politics,يوڪريني اختيارين چيو آهي ته روس اڄ يوڪرين تي 81 ميزائل فائر ڪيا،
Politics,” لاهور هاءِ ڪورٽ پي ٽي آءِ ميمبرز جي استعيفائن بابت اسپيڪر جو فيصلو برقرار رکيو“
Crime,گهر کي باهه لڳڻ سبب عورت سڙي فوت ٿي وئي.
Sports,گرانٽ بريڊ برن 2 سالن لاءِ پاڪستاني ٽيم جو هيڊ ڪوچ مقرر
Crime,تفصيل مطابق گذريل ڏينهن سي ٽي ڊي جي ڪراچي جي منگهو پير جي مائي گاڙي واري علائقي ۾ مقابلي ۾ ڪراچي پوليس آفيس تي حملي جي ماسٽر مائينڊ دهشتگردن آرياد الله عرف حسن ۽ وحيد الله عرف حذيفه مارجي ويا آهن، جڏهن ته ٻن دهشتگردن عبدالعزيز عرف محمد علي ۽ مهراڻ عرف مهربان کي گرفتار ڪيو آهي، جن جي قبضي مان هڪ خودڪش جيڪٽ، 3 پستول، 80 گوليون ۽ ٻه موٽر سائيڪلون هٿ آيون آهن. ترجمان موجب بم ڊسپوزل اسڪواڊ جي عملي خود ڪش جيڪٽن کي ناڪاره ڪري ڇڏيو آهي.
Crime,اجمل ساوند جي قاتلن جي گرفتاري لاءِ ڪچي ويل پوليس تي راڪيٽن سان حملو
Sports,بابر اعظم ٻارنهن هزار رنسون ٺاهيندڙ اٺون پاڪستاني آهي، ان کان اڳ انضمام الحق، يونس خان، محمد يوسف، جاويد ميانداد، سليم ملڪ، سعيد انور ۽ محمد حفيظ اِهو اعزاز حاصل ڪري چڪا آهن.
Politics,اليڪشن شيڊول 54 ڏينهن تي ٻڌل هوندو.
Sports,ميڊيا مطابق پي سي بي اختيارين پاڪستان شاهين جي زمبابوي جي دوري دوران منصور رانا کي شامل ٿيڻ جي آڇ ٿي هئي، جنهن کي هن قبول ڪرڻ کان معذرت ڪئي آهي.
Sports,واضح رهي ته پاڪستان ۾ ون ڊي سيريز کان اڳو رانديگرن آءِ پي ايل سان معاهدو ڪري ورتو هو، نيوزيلينڊ جي ڪرڪيٽرن جو خيال هو ته کين ون ڊي عالمي ڪپ کان اڳ ڀارتي پِچن تي کيڏڻ جو تجربو حاصل ٿيندو.
Crime,جڏهن ضرورت هجي ته عمران خان نيب سامهون پيش ٿئي: القادر ٽرسٽ ڪيس جو لکت حڪم جاري
Politics,ڪنڌڪوٽ جي يونين ڪائونسل 28 تان پيپلز پارٽي جو اميدوار مير احمد رضا سندراڻي ميدان ماري ورتو آهي
